latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
23.5617,87.2391,315.55,0.46,0.39,2026-09-08,1949,N,VIIRS,n,2.0NRT,285.37,5.48,N
23.61153,87.1468,306.1,0.47,0.4,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.12,0.84,N
23.66251,87.15499,307.21,0.47,0.4,2026-09-08,1949,N,VIIRS,n,2.0NRT,278.78,1.3,N
23.66553,87.1602,303.3,0.47,0.4,2026-09-08,1949,N,VIIRS,n,2.0NRT,280.63,1.3,N
23.67217,86.11553,308.55,0.53,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.62,1.25,N
23.68253,86.09591,314.45,0.53,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.44,1.63,N
23.69677,86.07681,321.72,0.53,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.98,3.27,N
23.7728,86.20103,303.01,0.52,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,284.66,2.29,N
23.77346,86.19588,308.14,0.52,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,284.71,1.73,N
23.77914,86.21259,311.63,0.52,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,284.99,1.55,N
23.7798,86.20742,309.32,0.52,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,285.51,2.44,N
23.80277,86.33076,303.31,0.52,0.41,2026-09-08,1949,N,VIIRS,n,2.0NRT,277.22,0.85,N
23.83902,85.30463,303.99,0.39,0.44,2026-09-08,1949,N,VIIRS,n,2.0NRT,287.28,1.02,N
23.83938,85.30389,302.27,0.39,0.44,2026-09-08,1949,N,VIIRS,n,2.0NRT,287.36,0.51,N
24.92294,84.15626,306.82,0.47,0.48,2026-09-08,1949,N,VIIRS,n,2.0NRT,286,1.73,N
26.64162,79.47488,304.22,0.48,0.65,2026-09-08,1949,N,VIIRS,n,2.0NRT,290.65,0.53,N
11.86825,79.20898,308.07,0.33,0.56,2026-09-08,1951,N,VIIRS,n,2.0NRT,291.62,0.69,N
11.86972,79.20905,308.67,0.33,0.56,2026-09-08,1951,N,VIIRS,n,2.0NRT,291.66,0.73,N
12.69771,76.40362,296.02,0.53,0.67,2026-09-08,1951,N,VIIRS,n,2.0NRT,285.99,2.14,N
14.60695,79.35424,295.06,0.36,0.57,2026-09-08,1951,N,VIIRS,n,2.0NRT,284.72,2.36,N
15.17607,76.65705,301.42,0.55,0.68,2026-09-08,1951,N,VIIRS,n,2.0NRT,278.43,2.31,N
17.46397,80.65453,305.67,0.64,0.54,2026-09-08,1951,N,VIIRS,n,2.0NRT,289.37,1.51,N
17.60929,83.20439,306.12,0.44,0.46,2026-09-08,1951,N,VIIRS,n,2.0NRT,275.54,0.83,N
19.0977,82.16817,303.81,0.53,0.5,2026-09-08,1951,N,VIIRS,n,2.0NRT,273.29,1.64,N
8.10951,79.96661,307.71,0.53,0.5,2026-09-08,1953,N,VIIRS,n,2.0NRT,292.32,2.24,N
8.16852,80.86479,308.74,0.46,0.47,2026-09-08,1953,N,VIIRS,n,2.0NRT,292.56,0.81,N
8.17287,80.86552,305.72,0.46,0.47,2026-09-08,1953,N,VIIRS,n,2.0NRT,292.32,0.36,N
9.93439,78.31834,308.55,0.36,0.57,2026-09-08,1953,N,VIIRS,n,2.0NRT,292.76,0.7,N
10.26213,77.25868,300.67,0.43,0.62,2026-09-08,1953,N,VIIRS,n,2.0NRT,289.55,0.89,N
10.39128,79.30709,311.77,0.63,0.54,2026-09-08,1953,N,VIIRS,n,2.0NRT,293.29,2.85,N
28.34513,77.23094,307.2,0.38,0.58,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.84,0.78,N
28.744,76.92703,309.02,0.35,0.57,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.79,0.88,N
28.74435,76.92632,305.77,0.35,0.57,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.99,1.24,N
28.77183,77.56693,306.21,0.39,0.59,2026-09-08,2127,N,VIIRS,n,2.0NRT,290.42,0.51,N
29.47554,76.86042,310.75,0.34,0.56,2026-09-08,2127,N,VIIRS,n,2.0NRT,292.51,0.75,N
29.47636,76.85699,304.91,0.34,0.56,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.99,0.75,N
29.63118,77.24579,303.99,0.35,0.57,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.79,0.58,N
32.28975,70.74053,313.42,0.44,0.38,2026-09-08,2127,N,VIIRS,n,2.0NRT,299.03,2.4,N
32.65488,70.47535,312.61,0.42,0.38,2026-09-08,2127,N,VIIRS,n,2.0NRT,297.87,1.05,N
32.88793,71.61536,312.55,0.46,0.39,2026-09-08,2127,N,VIIRS,n,2.0NRT,297.11,2.77,N
33.29699,71.18787,308.57,0.44,0.38,2026-09-08,2127,N,VIIRS,n,2.0NRT,294.99,0.84,N
33.54652,71.54891,306.94,0.45,0.39,2026-09-08,2127,N,VIIRS,n,2.0NRT,295.96,1.34,N
33.80086,72.09872,306.87,0.47,0.4,2026-09-08,2127,N,VIIRS,n,2.0NRT,295.32,1.52,N
33.90252,74.64256,303.02,0.41,0.45,2026-09-08,2127,N,VIIRS,n,2.0NRT,283.88,1.2,N
35.96978,68.6861,306.24,0.38,0.36,2026-09-08,2127,N,VIIRS,n,2.0NRT,292.39,1.1,N
22.26371,75.1344,305.94,0.38,0.59,2026-09-08,2129,N,VIIRS,n,2.0NRT,289.82,1.06,N
23.2817,72.41914,310.48,0.49,0.49,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.49,0.89,N
23.28408,72.41761,307.05,0.49,0.49,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.41,0.91,N
24.6623,74.63559,305.55,0.63,0.54,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.59,1.89,N
24.66258,74.636,304.85,0.63,0.54,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.63,1.81,N
24.69026,73.00349,304.37,0.5,0.49,2026-09-08,2129,N,VIIRS,n,2.0NRT,293.62,1.03,N
24.93405,74.6332,303.84,0.62,0.54,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.51,1.36,N
25.38731,68.58466,319.6,0.43,0.38,2026-09-08,2129,N,VIIRS,n,2.0NRT,295.89,1.19,N
26.09434,68.87854,315.79,0.44,0.38,2026-09-08,2129,N,VIIRS,n,2.0NRT,297.03,1.69,N
26.87394,73.51777,305.58,0.49,0.48,2026-09-08,2129,N,VIIRS,n,2.0NRT,295.45,1.38,N
27.66834,76.12954,304.87,0.34,0.56,2026-09-08,2129,N,VIIRS,n,2.0NRT,293.68,0.87,N
28.42417,69.70237,322.16,0.44,0.39,2026-09-08,2129,N,VIIRS,n,2.0NRT,298.08,1.8,N
15.13748,76.71239,304.03,0.67,0.73,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.39,1.38,N
15.17795,76.657,308.23,0.66,0.73,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.68,3.05,N
15.17892,76.66013,304.46,0.66,0.73,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.58,2.95,N
15.18275,76.67428,302.85,0.66,0.73,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.4,1.89,N
15.22613,76.76373,301.41,0.67,0.74,2026-09-08,2131,N,VIIRS,n,2.0NRT,287,1.03,N
15.65884,73.9893,310.62,0.44,0.62,2026-09-08,2131,N,VIIRS,n,2.0NRT,288.94,1.44,N
15.6609,73.98779,300.61,0.43,0.62,2026-09-08,2131,N,VIIRS,n,2.0NRT,288.62,1.28,N
18.57086,74.15802,301.48,0.39,0.59,2026-09-08,2131,N,VIIRS,n,2.0NRT,289.11,0.94,N
18.57162,74.15484,303.27,0.39,0.59,2026-09-08,2131,N,VIIRS,n,2.0NRT,289.09,0.82,N
18.68038,73.04181,303.95,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.64,2.04,N
18.68104,73.0387,311.31,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.91,1.06,N
18.6817,73.03559,303.54,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.62,1.06,N
18.68233,73.04176,310.34,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.94,1.64,N
18.68296,73.03863,305.36,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.24,2.36,N
18.68424,73.03241,313.03,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.62,1.8,N
18.68609,73.03984,303.23,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.86,1.06,N
18.6874,73.03365,303.69,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.25,2.33,N
18.69113,73.041,316.05,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.89,2.15,N
18.69305,73.04095,316.93,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.47,2.21,N
19.82081,79.33638,300.96,0.78,0.78,2026-09-08,2131,N,VIIRS,n,2.0NRT,277.48,1.84,N
19.93463,73.71231,301.71,0.35,0.56,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.55,0.43,N
20.35331,72.95158,302.88,0.6,0.53,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.82,2.13,N
20.91132,71.46037,311.82,0.48,0.48,2026-09-08,2131,N,VIIRS,n,2.0NRT,294.96,1.86,N
21.10329,72.63621,309.85,0.56,0.51,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.32,2.74,N
21.10576,72.64803,305.61,0.56,0.51,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.86,2.49,N
22.92725,70.10981,310.63,0.55,0.43,2026-09-08,2131,N,VIIRS,n,2.0NRT,292.31,4.11,N
24.79702,94.19991,325.94,0.38,0.36,2026-09-09,703,N,VIIRS,n,2.0NRT,288.79,1.88,D
27.37927,95.33396,330.91,0.4,0.37,2026-09-09,703,N,VIIRS,n,2.0NRT,295.35,2.29,D
27.87187,96.85019,335.29,0.45,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,294.94,6.71,D
27.87366,96.83576,337.86,0.45,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,296.25,5.55,D
27.87488,96.84531,331.52,0.45,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,294.68,2.22,D
27.93021,96.76659,332.46,0.45,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,295.41,4.17,D
28.01827,96.64623,329.37,0.44,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,292.44,1.22,D
29.30994,88.86318,327.35,0.5,0.41,2026-09-09,703,N,VIIRS,l,2.0NRT,299.54,2.64,D
29.55372,90.96186,328.62,0.41,0.37,2026-09-09,703,N,VIIRS,l,2.0NRT,300.35,1.68,D
29.5571,90.96114,326.22,0.41,0.37,2026-09-09,703,N,VIIRS,l,2.0NRT,299.62,1.68,D
29.56206,90.99042,326.76,0.41,0.37,2026-09-09,703,N,VIIRS,l,2.0NRT,300.25,2.63,D
8.03355,80.4838,342.04,0.56,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.17,3.38,D
8.03416,80.48712,340.1,0.56,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.53,5.25,D
8.0565,80.40259,334.94,0.56,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,302.42,7.49,D
8.0572,80.40765,341.32,0.56,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,301.58,7.49,D
8.07086,80.09274,330.58,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,296.44,2.55,D
8.09054,80.54442,344.61,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.27,7.04,D
8.12141,80.80586,332.52,0.59,0.53,2026-09-09,839,N,VIIRS,l,2.0NRT,303.24,3.52,D
8.1263,80.8052,336.49,0.59,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,300.34,3.52,D
8.12681,80.0978,342.88,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,299.8,7.15,D
8.21031,80.56414,337.27,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.13,5.45,D
8.21103,80.56943,343.1,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,302.32,5.45,D
8.21852,81.07156,345.37,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.25,6.22,D
8.2188,81.07023,346.73,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.18,10.97,D
8.22351,81.07091,334.89,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.72,6.22,D
8.22378,81.06954,330.41,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.8,4.23,D
8.26615,80.16025,344.39,0.54,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,300.63,11.17,D
8.27084,80.15961,348.91,0.54,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,301.13,11.17,D
8.30223,81.01012,342.36,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,301.02,14.97,D
8.3023,81.01288,342.43,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.96,8.12,D
8.30616,80.48454,336.37,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,300.54,3.36,D
8.30727,81.0122,331.43,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.02,9.38,D
8.31061,80.6608,344.7,0.58,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.57,10.03,D
8.31722,81.01086,330.29,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.93,4.48,D
8.37003,80.74961,330.97,0.59,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,294.68,0.82,D
8.37234,77.62077,339.77,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,306.54,10.28,D
8.3732,80.40456,331.35,0.56,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,294.45,3.21,D
8.37381,77.62325,339.68,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,307.26,6.09,D
8.44805,80.62918,341.88,0.58,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,294.99,10.36,D
8.44878,80.63449,341.53,0.58,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,293.66,11.76,D
8.46447,80.82089,346.78,0.6,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,297.09,10.99,D
8.46842,80.24854,330.37,0.55,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,299.64,2.25,D
8.50964,80.51556,339.51,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,299.7,5.28,D
8.53304,78.12076,336.58,0.4,0.44,2026-09-09,839,N,VIIRS,l,2.0NRT,308.22,2.69,D
8.59542,80.85155,334.69,0.61,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,299.55,4.99,D
8.60634,77.96951,345.48,0.39,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,306.15,4.79,D
8.61346,80.4192,331.44,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,300.54,5.62,D
8.64196,81.08068,335.58,0.63,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.7,6.21,D
8.7018,80.28503,339.68,0.56,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,298.82,6.94,D
8.70837,80.40471,331.56,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,299.04,3.3,D
8.74929,81.1545,332.23,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,297.6,3.03,D
8.75256,81.15276,334.71,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,297.26,3.32,D
8.88306,77.78769,334.5,0.39,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,303.98,2.52,D
8.91723,80.44055,351.83,0.58,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,299.28,9.36,D
8.93182,80.89063,331.66,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,300.87,6.54,D
8.94801,80.85964,332.89,0.61,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.85,9.03,D
9.05835,80.58269,332.53,0.59,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,298.44,4.52,D
9.38469,80.47755,347.65,0.59,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,292.51,10.9,D
9.63687,78.10203,339.96,0.41,0.45,2026-09-09,839,N,VIIRS,n,2.0NRT,308.2,5.41,D
9.80809,77.51385,340.35,0.57,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,296.04,7.83,D
9.83046,77.55689,341.33,0.38,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,295.21,2.25,D
9.83092,77.56013,331.53,0.38,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,295.36,3.1,D
10.09023,77.69757,343.84,0.4,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,303.29,1.42,D
10.25719,77.25083,347.9,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,291.29,94.07,D
10.25788,77.24821,335.44,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,295.72,50.16,D
10.26118,77.24303,330.49,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,290.27,26.52,D
10.31302,78.61387,342.94,0.45,0.47,2026-09-09,839,N,VIIRS,n,2.0NRT,300.44,4.49,D
10.34718,79.41057,336.58,0.51,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,292.56,3.7,D
10.34748,79.41254,338.36,0.51,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,292.31,3.18,D
10.43343,77.19473,335.63,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,303.53,9.4,D
10.44232,77.11541,335.28,0.55,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,299.13,2.39,D
10.53283,78.61864,330.74,0.46,0.47,2026-09-09,839,N,VIIRS,n,2.0NRT,300.14,1.94,D
10.67141,78.88138,335.09,0.48,0.48,2026-09-09,839,N,VIIRS,n,2.0NRT,301.43,4.19,D
10.68338,79.27805,334.52,0.51,0.49,2026-09-09,839,N,VIIRS,n,2.0NRT,294.9,3.25,D
10.90465,78.49009,345.24,0.45,0.47,2026-09-09,839,N,VIIRS,n,2.0NRT,300.98,4.58,D
10.91727,78.97856,335.44,0.49,0.49,2026-09-09,839,N,VIIRS,n,2.0NRT,299.35,2.94,D
10.91968,78.97959,334.43,0.49,0.49,2026-09-09,839,N,VIIRS,n,2.0NRT,299.05,1.76,D
11.02803,77.51046,336.75,0.4,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,304.82,4.23,D
12.06407,79.16139,333.03,0.52,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,299.16,2.28,D
12.56395,79.11487,341.51,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,296.93,15.8,D
13.86723,77.47733,342.52,0.43,0.46,2026-09-09,841,N,VIIRS,n,2.0NRT,291.65,4.47,D
14.04664,79.93987,331.29,0.63,0.54,2026-09-09,841,N,VIIRS,n,2.0NRT,291.17,2.68,D
14.5568,78.02254,345.93,0.48,0.48,2026-09-09,841,N,VIIRS,n,2.0NRT,298.39,4.37,D
14.70121,79.99017,339.65,0.32,0.55,2026-09-09,841,N,VIIRS,n,2.0NRT,294.2,3.2,D
14.79568,79.02826,345.59,0.56,0.51,2026-09-09,841,N,VIIRS,n,2.0NRT,292.83,11.93,D
15.17479,76.67694,332.08,0.4,0.44,2026-09-09,841,N,VIIRS,n,2.0NRT,301.53,4.6,D
15.17643,76.65775,341.25,0.4,0.44,2026-09-09,841,N,VIIRS,n,2.0NRT,302.38,6.01,D
15.18199,76.66843,336.98,0.4,0.44,2026-09-09,841,N,VIIRS,n,2.0NRT,300.46,6.09,D
17.38081,75.72618,336.85,0.56,0.43,2026-09-09,841,N,VIIRS,n,2.0NRT,301.49,3.99,D
18.37337,74.35523,337.45,0.49,0.4,2026-09-09,841,N,VIIRS,n,2.0NRT,304.07,5.1,D
18.48067,73.98694,330.97,0.47,0.4,2026-09-09,841,N,VIIRS,l,2.0NRT,301.28,5.5,D
18.55479,74.31213,343.56,0.49,0.4,2026-09-09,841,N,VIIRS,n,2.0NRT,301.81,7.86,D
18.55849,74.3116,334.95,0.49,0.4,2026-09-09,841,N,VIIRS,n,2.0NRT,304.73,8.74,D
18.62244,74.55608,335.85,0.5,0.41,2026-09-09,841,N,VIIRS,n,2.0NRT,302.07,4.25,D
18.64365,74.65992,335.5,0.51,0.41,2026-09-09,841,N,VIIRS,n,2.0NRT,304.29,4.85,D
18.68402,73.04089,339.03,0.43,0.38,2026-09-09,841,N,VIIRS,n,2.0NRT,301.53,8.87,D
18.68637,73.03223,331.44,0.43,0.38,2026-09-09,841,N,VIIRS,n,2.0NRT,301.25,6.71,D
18.691,73.03982,339.49,0.43,0.38,2026-09-09,841,N,VIIRS,n,2.0NRT,302.47,8.26,D
18.99486,74.43908,330.89,0.5,0.41,2026-09-09,841,N,VIIRS,l,2.0NRT,303.44,3.27,D
19.65047,74.57458,335.89,0.52,0.41,2026-09-09,843,N,VIIRS,n,2.0NRT,298.13,6.15,D
21.10127,72.63649,343.94,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,303.4,10.01,D
21.10479,72.63596,342.9,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,301.56,10.01,D
21.10594,72.64432,339.18,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,304.26,8.38,D
21.10652,72.6485,344.45,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,304.6,8.4,D
21.1083,72.63541,341.85,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,303.4,3.48,D
21.11181,72.63486,337.68,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,303.62,3.48,D
21.45597,72.9502,334.97,0.45,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,301.66,3.95,D
21.96141,72.51338,339.3,0.44,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,303.3,6.19,D
22.35983,82.30304,326.78,0.56,0.69,2026-09-09,843,N,VIIRS,n,2.0NRT,287.19,8.43,D
22.4838,70.93859,337.46,0.4,0.37,2026-09-09,843,N,VIIRS,n,2.0NRT,302.73,3.49,D
22.55157,71.63312,338.85,0.41,0.37,2026-09-09,843,N,VIIRS,n,2.0NRT,305.61,5.82,D
22.78069,69.46031,337.63,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,302.9,3.57,D
22.87284,69.57805,332.78,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,301.04,4.04,D
22.89505,69.89949,334.75,0.39,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,304.7,1.82,D
22.92988,70.10869,336.43,0.39,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,304.53,6.77,D
22.9318,69.69779,332.54,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,304.36,2.27,D
22.93237,69.70152,331.13,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,303.33,3.74,D
22.93511,69.6972,335.3,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,303.5,2.27,D
23.03181,69.53057,331.92,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,302.92,2.6,D
23.05331,69.64938,335.4,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,299.9,5.02,D
23.10171,72.47737,330.84,0.45,0.39,2026-09-09,843,N,VIIRS,l,2.0NRT,303.73,4.76,D
23.50802,72.15764,337.69,0.44,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,305.06,3.69,D
23.57267,72.47577,335.21,0.45,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,305.14,4.27,D
24.48032,69.0869,334.57,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,303.96,2.81,D
25.00024,69.17052,333.45,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,305.19,0.73,D
25.35773,69.0938,334.28,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,305.96,2.47,D
25.38771,68.58407,343.72,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,306.56,4.62,D
25.41987,68.99232,345.34,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,308.48,4.22,D
25.79195,68.59055,331.3,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,304.9,1.24,D
25.89977,68.76244,332.45,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,305.38,2.09,D
26.14395,68.98871,332.5,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,305.64,2.69,D
26.64183,79.48302,332.65,0.41,0.61,2026-09-09,843,N,VIIRS,n,2.0NRT,294.48,4.48,D
26.78156,72.00723,343.32,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,310.89,7.69,D
26.78459,72.00198,339.68,0.46,0.39,2026-09-09,843,N,VIIRS,l,2.0NRT,310.8,7.69,D
26.78636,72.01598,341.03,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,309.83,19.54,D
26.78939,72.01074,348.52,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,310.23,9.4,D
26.79242,72.0055,347.32,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,311.3,15.04,D
26.7936,72.01483,342.21,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,310.55,9.4,D
26.79663,72.00959,342.06,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,310.44,4.85,D
26.79723,72.01426,338.28,0.46,0.39,2026-09-09,843,N,VIIRS,l,2.0NRT,310.24,4.85,D
28.42417,69.70093,337.49,0.4,0.37,2026-09-09,845,N,VIIRS,l,2.0NRT,311.47,3.82,D
30.3203,69.8423,350.24,0.42,0.37,2026-09-09,845,N,VIIRS,n,2.0NRT,311.47,2.96,D
30.46224,73.80231,335,0.42,0.45,2026-09-09,845,N,VIIRS,n,2.0NRT,302.14,3.04,D
31.11923,74.6719,346.95,0.48,0.48,2026-09-09,845,N,VIIRS,n,2.0NRT,300.42,10.59,D
31.12366,74.67133,345.68,0.48,0.48,2026-09-09,845,N,VIIRS,n,2.0NRT,298.08,6.33,D
31.12966,74.65249,332.7,0.48,0.48,2026-09-09,845,N,VIIRS,n,2.0NRT,297.49,2.66,D
31.39262,73.96021,340.26,0.44,0.46,2026-09-09,845,N,VIIRS,n,2.0NRT,298.55,4.82,D
36.79524,81.54149,342.51,0.66,0.73,2026-09-09,848,N,VIIRS,n,2.0NRT,299.85,6.22,D
